mapped_taxid	genome_taxids:kmers_mapped:total_genome_kmers
91061	712633:1215:2177806 59893:1838:6219617 1300150:4581:3350466 681288:2692:2847146 492670:95125:111970200 1314884:988:1991480 1381115:3063:2820645 155085:2078:2533016 1353243:2187:2122185 516950:8984:2209099 370553:1837:1860256 873447:4989:2164381 370554:1915:1937012 474186:3305:2739526 1892404:5369:5152368 683837:4673:2797537 1705566:2066:5265282 568206:4391:5506466 315750:2632:3704542 54913:1911:6436916 1050107:2612:2004238 945021:11231:2562621 358681:1830:6296337 637971:456:3006713 1536769:767:8422955 1196031:1746:5848409 299768:2569:1796127 528191:1684:7098041 1695218:848:5375759 388919:1004:2388336 1034809:1934:2595707 1054460:3657:2195260 491077:1597:2316312 862971:2117:2233541 1327988:1987:3359845 637909:7133:2350812 1412844:4324:5496047 1305598:6946:2870388 347495:5055:5288201 79881:3892:4099995 79880:5020:8813503 1412898:3614:3916729 1005041:1562:2096767 226900:5375:5426885 1005042:1255:2177557 1159083:1300:2076233 649639:2156:4681573 420246:826:3607814 1888195:1107:2275372 1136873:4042:4215534 1192196:4147:4043655 1229756:64:1893400 33959:12542:6211353 766760:2206:4376206 1201292:20260:3047834 1323661:14627:2874958 1006543:29028:2913801 28031:7320:4843690 28037:4835:4074068 526968:3185:5556541 526969:1088:5230063 702455:1955:2755071 526967:939:5679600 28038:10205:11788155 349519:254:1896119 1409:4507:4233516 552526:616:2024072 1402:29761:52478014 2009331:4154:4161349 1405:18144:23544772 1404:4563:5610083 526970:2528:5703596 1423143:3670:6137506 333849:17346:3052176 1423145:1565:1773634 1220533:4032:4146740 375175:13118:14118798 1051072:838:2167165 1051074:2115:1929806 1001582:3133:4001787 1001583:951:2586887 1107880:1434:2016766 1052588:3820:4011819 1304889:2376:3501705 1472767:1829:3858185 337330:5557:9929374 1150475:3756:3910225 281309:5811:5314565 617121:1358:2151046 1628753:3818:4069167 86662:1175:5608157 1184252:1554:1980788 1266845:9140:2496521 86664:4553:4103945 708126:3557:2116300 633699:648:1784819 746361:2941:2530195 1529886:2980:4174461 170187:2666:4323984 1415784:3636:5025122 1185653:2428:3804327 76853:3753:3991127 998820:2601:3127059 498216:2210:2898258 2017483:873:4071115 643214:1749:2438999 1198676:817:2026989 882020:4266:2972073 393126:4330:2973702 526989:1092:6097897 1074467:611:2790449 1193576:4693:2756618 1930546:2012:3335801 1855823:1588:2363315 712938:368:2050772 743835:4394:5505149 308354:2314:2643877 1136178:980:3736182 714313:546:1375473 1138822:1129:2095761 1136177:715:3415564 439292:2041:3592388 192421:2151:7429959 1423833:1793:1942938 866775:1182:2080875 1225788:3946:3961269 879089:4304:2976859 1196172:3946:2979006 1196173:3946:2979006 1196170:3936:2870178 1196171:3946:2979006 1196176:3745:2994252 1196177:3745:3000174 1196174:3875:2907905 1196175:3875:2907905 1196178:3745:3032110 1196179:3745:3032110 936156:3902:4093500 169760:944:5658699 936154:1561:2143788 527032:1283:5455057 909954:1126:1966243 186103:1927:1894918 932920:8918:3022712 208435:5727:2160168 1458279:2913:2950904 523796:2939:2884971 334406:6422:5551437 527030:1249:6194791 1206105:4991:3062208 1027396:8732:3021103 272626:19751:3092915 264199:2598:1796747 1624:15618:8613609 1286404:3136:6769984 1087448:1970:2815764 717605:409:4355327 93062:2638:2813664 93061:2336:2821231 568813:4429:2095799 1196188:3745:3032525 1052585:3878:4207123 1446792:3414:3982069 1837130:4871:4109257 198466:1963:1900422 198467:2505:2803569 1825069:1079:2322494 930170:5731:5681810 526976:1150:5539478 546342:33008:2924245 557436:665:1999519 347253:2314:2210475 249265:3048:2021564 527031:923:6227183 557433:621:2039315 1196187:3745:2999206 1314:66043:66170563 568814:6825:2170610 526973:1943:5238021 128944:2722:1831301 359787:13096:2936738 359786:13096:2936931 568819:4558:2912591 2005703:2893:4155459 286636:1890:1899778 1130804:1373:2150714 1631871:5710:2149347 561879:15264:19340924 416870:2941:2529379 1427374:1972:2013743 158879:30231:2839271 158878:32990:2903438 365659:19759:2146512 218495:1596:1852253 698737:2501:2658267 1437007:1725:1892025 1437008:1951:1708843 487214:3592:2245485 591365:1249:1933511 487213:1373:2112049 1399115:2465:3164096 414771:951:8542234 545693:4032:5522400 261591:4453:5505892 863767:8954:2986461 414778:2105:3319133 1639:584296:220518428 392416:948:2316182 321967:3437:2924127 1126218:2526:4285893 451709:5681:6067937 1284:2870:2472030 586416:2284:3576884 1286:13318:5519230 1281:3470:2645007 324831:837:1894261 886882:1795:6238312 1282:14906:10418642 53345:79900:9131819 1196184:3745:3032525 1288:9597:11320716 342616:17696:2064975 685039:2471:2832379 1423823:2751:1953517 1033837:1127:2353791 129338:139:3474327 319701:2009:1897474 1476:2853:4674092 1477:1357:13758985 326423:3877:3918490 1849491:4451:1745690 1571:6210:13510874 1309807:2048:2109660 487215:1830:1827209 1077464:1345:1888906 1304:16094:13174111 760570:1476:2153553 1284663:1686:3299359 1302:8466:8816690 1303:5439:4019921 927666:4167:1958591 1196183:3745:3032525 537973:3201:3025055 1308:38683:22050100 1309:1671:4082484 1340847:1636:2240135 1423138:3076:4116924 1196166:3909:2942135 208596:4242:2685201 1069534:1481:2066398 1069533:3061:2008051 1196160:8370:2975765 882097:4717:2840086 882096:4347:2907043 1007676:872:2590457 714359:6119:5642853 172713:1502:5778603 1196162:8370:2975754 218494:1562:2007392 1581038:3308:4210062 294699:2082:3157972 1377:12843:2199778 1232554:4091:4188270 1433289:5671:2047460 869306:1474:2026140 288681:10757:11688828 581103:1172:3911749 748671:778:2042428 889933:10046:2758755 889932:1496:3307738 880633:1184:2129014 981539:2587:2362142 393130:4075:3000365 684738:4604:2635456 69966:5731:2275504 1300221:1617:3209814 1449752:3612:2597013 1616788:1187:5517001 471876:1570:1814320 1178515:649:5012500 1763538:670:4756785 360911:2040:2999796 200991:1273:3504912 945704:1735:2137336 768494:3938:5495174 1090974:1759:2044725 1126211:4115:4238525 1399116:2010:2595096 796606:2225:3424880 553482:977:2253694 1547283:3290:4361078 1374:2434:3485382 1235829:1741:1837182 1500254:84:4116671 862970:1680:1911607 695560:917:2126337 695562:1119:1976790 672190:1393:2175974 1121088:810:3366896 550542:655:3673742 1215914:2541:3131805 1482:7404:3917561 1536772:1717:7288822 1536773:1688:6931868 1536770:1088:6787073 1446494:3432:3063784 1536774:795:7692649 1536775:1022:6765784 862969:2279:1991057 767462:1938:2172185 1435981:2549:1734391 932919:16134:3023728 29338:6233:6741051 171101:1360:2038516 1449979:4452:5410199 1930764:2008:3235342 862967:4645:1996115 862966:1772:1960629 370551:1837:1836368 1036673:2537:8663722 412694:5737:5312832 1238184:1340:3821678 226185:9866:3359578 1268072:1058:5270377 1246:321:1787673 511437:2560:2587913 527000:1711:5742416 334390:368:2098555 420889:896:1950036 869312:1392:2133366 33940:1561:7261371 33941:1761:7043352 423211:1478:2037935 1249:1524:1947811 147375:231:4289851 526979:1398:5553932 526978:1104:5381839 526974:1247:5411956 526977:6956:10526796 407035:4250:2778280 526971:1743:5521226 1204342:4975:4042943 353496:2946:1872819 526972:1292:5649836 119858:3017:4832194 1217420:3486:1891697 261594:4394:5503629 29385:4674:5228794 993512:1651:2038310 29388:16450:4971532 1233100:3762:4061087 1490057:2011:3868858 869309:1427:2129835 1490052:2011:3819381 869304:1474:2037092 152331:1285:2726279 1295826:1734:2426949 869307:1474:2026406 79883:2702:4295684 1346:4112:6301879 869303:1410:2024292 219334:2236:2952664 297352:5536:2502769 866895:2172:4169711 1226298:2736:3017507 279010:4486:8445044 692420:4251:3980100 1123523:3411:2868665 1117941:3440:2592035 400065:912:2384029 759620:3089:4135466 1437838:15380:3031452 568703:4454:6014964 568704:2358:3032908 109790:545:1672850 767453:347:2064521 387344:273:2339931 491915:1505:2846647 488222:1396:2120073 488223:1339:2111783 767455:3507:2131778 488221:1355:2184583 53346:4514:3014335 262543:2217:3040489 1404258:3194:4039056 176279:17943:2643642 1496303:2949:4175383 61015:2129:2745576 87541:1145:1634821 176280:3577:2563922 72758:2178:2503067 362948:2721:2133581 927703:816:2090774 1280:573114:262733311 278197:1375:1832288 1412842:4394:5497707 1349754:2866:5645684 1283:2566:2559948 187452:2350:3937270 570416:9972:13098646 2756:15417:5250680 1104325:18193:2849693 701521:2004:1977902 1385937:1700:2073666 1229758:1233:1772973 214473:5728:5997742 1196189:3745:2998107 1258574:2597:2492801 1214179:1666:2292261 1196186:3745:2954478 1196185:3745:2999227 548473:2644:2826968 269801:5295:5719677 1196182:3745:3032525 1196181:3745:2999227 1196180:3745:2999149 1127744:3736:4120307 402384:1662:4142598 1276647:1423:2036107 1048332:2862:2217085 1147161:4042:4215511 1155071:714:2015527 1155777:4173:4242458 1436725:3981:1878302 1408178:4048:1845396 1408179:1373:2090338 1434324:3881:4005046 326425:1557:2225863 1565991:2142:3422543 1333534:1132:5575385 1385727:4185:4203882 1333538:3751:4034537 1579:2964:5974773 1042163:847:5153531 418127:33056:2880069 393133:4372:2903007 44251:1037:6053300 1126833:1048:5749868 999378:2627:3077236 1316933:1834:2883277 315730:3328:5872248 1774743:3881:4133943 1276282:2245:2559847 1261557:6302:2810576 458233:5617:2218846 698758:2064:2569387 1462996:817:4985802 512566:1403:2055330 1241616:2776:2782364 1007064:1307:2028716 451516:2754:2902753 1165892:1673:2050336 1847728:576:2533980 1116391:2778:8738949 1648923:7105:13275262 28035:21706:28315591 1230340:4253:2904532 1230341:832:2776630 1596:728:2114235 632773:1862:3582169 51665:14168:4067469 1194085:2944:2728209 51669:14746:4988389 1408186:598:1887152 1155084:3490:2714375 240427:5406:10731452 1233873:858:3583035 1619311:1659:4826366 137591:7280:12010535 1214604:3441:4516866 321956:3012:1856852 1266717:6526:2768748 526984:968:5853520 526985:1168:5177480 526986:1330:4861281 526987:918:5727001 526980:1084:5906993 526981:980:5837182 526982:1434:5739997 561276:3673:2221216 1574141:3847:4153368 119206:885:2033750 526988:1080:5900315 762550:277:1953981 467705:3838:2196563 985665:902:6083296 148814:392:1614423 193567:1739:1894176 1457187:4347:2951136 1435974:1814:1780190 1598147:2378:3495793 1380360:882:1951224 1380361:2425:3013050 1313:25009:23427473 1311:137099:76899497 990317:4586:2375910 72361:3768:3929688 1882832:1195:5519620 1412843:4394:5502394 1312920:2441:3125898 1415776:2270:1747289 29397:8947:6473428 712961:3030:2112241 1511761:1938:4070720 1114958:4352:4019669 1437447:819:2031593 1309806:2001:2138595 1340494:2711:4057388 1340495:1671:2092582 1406:11162:35186840 759913:1411:2179346 767463:2973:1831850 644042:1617:3197567 511691:818:2013488 767468:3656:3245838 255248:329:1714894 1453990:2930:4012834 1239783:1390:4063394 1452727:4584:5504815 1452722:4113:5229601 481743:649:7121566 293653:1741:1838463 1458206:3000:4052447 1452729:3668:6571910 985002:4471:5541092 984892:24088:2572117 403957:2052:3841334 985006:2938:2753629 86029:4554:4193451 985762:2192:2502567 756828:3052:3708789 198094:4448:5227194 696216:2279:1935315 703339:14851:2821353 1338:2982:3920573 1116231:6793:2142564 483913:790:4143791 1111678:6207:2456456 768486:4689:2855493 655816:3040:4027545 1785995:6449:1769580 1091041:4208:3936606 135735:2490:5313094 265669:4253:2905088 767456:1360:1871020 46170:317451:63627017 279808:2444:2697465 40041:1206:2149769 882095:17788:5902427 1196159:8370:2971444 1367477:1487:4884614 882094:4631:2912247 282459:2760:2820256 282458:14943:2902520 1006007:3721:5074688 634956:1161:3993496 1643:4316:2814038 1344042:5005:2737765 163877:1448:4337323 273036:2525:2742432 1088720:3259:2960240 257314:867:1992577 1150773:3780:3622894 1052684:1913:6230924 1307:23774:19329474 1217984:5797:5381824 574093:1395:2130450 1104322:5753:2576609 637381:3745:2998955 637380:4326:5486253 1217737:3336:6333937 60520:434:3139630 420890:896:1963865 396513:3150:2566294 1291742:4030:2400289 527019:987:6699893 1664069:6083:9266711 1564681:4158:2614203 1048264:1881:1908001 324057:1896:7184831 314315:2086:1884562 1421:16921:17807762 1457188:8777:2942069 1423:118983:127065145 1422:961:3466725 572264:11287:10897019 1426:3708:11881685 1582:1833:3132768 1428:89711:113746447 1580:5712:21292844 2026657:258:1983521 1587:8191:10462063 1392837:4003:5487220 1585:11715:7460612 548470:2038:2882445 1334565:4354:2907094 1715860:1651:2738198 52242:1524:2374188 1150476:3890:3889433 405566:1458:2080832 1450761:863:3664736 235909:813:3592468 1359:40236:15340144 1358:1908:2397992 1126011:4238:2901463 1353:29135:7370147 1352:652036:84895094 1351:72155:28793483 1376:1072:1974163 169283:940:3499313 1354:12484:5805202 941639:2220:3072949 1215089:2248:3424794 1187956:2752:1848421 565655:3521:3427177 519472:9021:2184087 1194971:3180:1978067 1302659:2075:3329778 315405:4123:2052397 1613:5196:12348970 666686:2479:4815503 979982:179:1877174 1452:8885:12681170 1461582:878:2190964 862968:2279:1935563 1570:2172:4173228 427140:251:1896097 1295642:997:3621016 1224749:4050:3250104 1545702:815:1931088 1051650:1958:2907793 1302863:1269:2141970 1441095:1516:4597098 1261129:5249:6765208 1449088:3366:3957805 1203670:2065:2063013 1196164:4002:3017845 1292358:3721:3953262 1911586:13114:2767809 1911587:1455:4749286 1002809:3550:3984031 1413214:1871:5827684 1114965:1371:2171262 879088:8795:2941261 135461:49917:49082729 1245:445:2136973 1196167:3960:2910823 1045854:545:1441272 712624:1475:2008462 1408:38252:52476476 535026:3913:4284502 1196194:3900:2967397 1196195:3900:2965228 869269:1367:2142023 44688:6718:2508457 1196190:3745:2998107 1196191:3745:2999227 1196192:3745:2999227 1196193:3900:2967424 83683:1025:1635839 1156433:935:2023481 535024:3913:4213729 645657:3876:4111020 83684:5887:3922748 203123:571:1780418 203120:273:2075565 1155766:26380:3019384 879090:4217:2882135 1478:3512:5521521 211110:2119:2211386 999891:2805:3937412 1601:5804:2187110 1600:441:1704760 1454382:6166:5590160 1433288:2150:1819508 1604:1000:2097469 888027:3156:2165885 160490:1477:1852334 160491:1901:1841172 315749:5594:4093961 2023772:828:5562429 1194526:2373:2559825 1759399:1607:1874238 1827146:4594:5036532 1479:1451:3381094 1218175:3185:6437482 33936:1170:4089358 33934:3068:5641950 202752:11034:6038329 33932:2611:4899042 1074919:183196:22316924 202751:12648:8758354 1380773:1459:2041730 1435972:2487:1828418 1156431:1139:1992468 33938:758:3742159 869216:1355:2093218 702453:11648:2940027 869215:1481:2036768 1811193:1159:2241203 930781:3857:2947361 373153:1360:2046016 930782:8824:3032172 697284:225:4055808 196620:2557:2820363 1034836:3240:3939104 1145276:4517:4662723 881621:4205:2928780 940190:1674:2068484 1330043:5043:5873394 981540:6529:2099978 223958:814:3642953 869816:2648:2831967 471223:1601:3508507 859143:1650:4694177 224308:21337:21072733 1423721:20236:1610253 361100:5388:5505910 1195464:5144:6693741 997761:2225:8819101 272558:549:4202253 1305849:10655:3238520 937773:5300:2617220 526990:998:5766509 563174:4224:2979099 1415167:4032:4033360 1406863:34512:3018006 1415165:4275:3942655 393127:4093:2874332 697283:1380:2064055 1004952:2669:2182960 526993:1593:5735172 526992:1589:5608405 526991:1508:5552797 417368:11117:2646151 526997:1117:5535622 1045004:137:1841280 526994:1593:5736233 345219:946:3552127 526999:1482:5673246 526998:1567:5760672 426430:2355:2878798 405535:5243:5584083 1429244:1671:6019783 405531:3618:5736526 405532:5862:5418937 1457190:4216:2919439 1348623:4177:5745947 1508404:3681:4119311 1038856:3983:3261719 1326:1420:2330712 562970:350:3384667 543734:2259:3079097 283734:22525:8330924 47715:14232:20870501 1328:3317:3960668 1246626:2783:3992974 529122:3718:6671735 720555:2647:4168167 102684:5399:1818194 293387:3166:3844488 1130798:1827:2434381 1903686:19064:2300893 552536:4252:2976113 1403449:814:2107283 398511:1672:4248951 405534:6472:5599362 1254:14826:10598441 1255:4732:5701507 1030009:4264:2976064 1398:2836:10918258 1221328:6937:4193541 1396:139088:146004735 1570330:3811:4069542 1392:168540:210373346 1390:40126:43280527 169963:4726:2944429 1898474:11871:2391601 393119:1506:2818670 70255:6170:5360265 1287066:6264:2960944 59843:739:5897286 170573:12885:2502247 70258:3345:2613172 544556:655:3667703 1589:938:3582810 1046624:1898:2421372 653938:10762:3109480 1566358:1126:5787105 390333:2980:1864899 1178537:2881:3637630 762051:341:2101193 1814128:1584:2182001 1118959:2863:2788537 1028799:3330:2692471 199441:2909:4610764 2026248:2547:4166191 1234679:6502:3650317 1126681:1157:5177867 1071400:1255:2562772 1196165:3909:2942135 189425:1277:7166365 189426:2040:6812374 486410:1303:2106241 1196161:8424:2974304 44008:5956:2296700 1196163:4002:3017845 189423:3611:2239884 798300:1659:1750733 1849031:3616:3208535 1196169:3936:2870178 1196168:3960:2910822 1392476:3396:2736461 1257079:3160:5750329 691437:655:3650714 53444:2839:2841580 1074252:2477:2832200 255247:1068:4055362 663954:2739:2159392 180850:4798:6197755 342451:2776:2577602 663951:32834:3075509 525381:1426:2088673 663952:1231:2136376 1207470:1480:1831029 222523:5024:5422033 1471761:1306:3629126 221109:2429:3630429 929102:4368:2518143 1903704:3706:5249669 527020:774:6562105 527021:4655:12135552 527022:1099:6456195 527023:1043:5483432 527024:1254:5597260 527025:923:6290753 585143:2738:2777170 527027:1262:5956968 527028:1168:5968809 527029:1039:6007116 162209:1518:5200040 220668:1864:3348228 1597:19070:18125247 451515:2586:2917073 1590:57587:106688292 210007:819:2032826 1750719:5364:2964428 33966:399:1854529 33967:5998:8180494 1599:9268:8204924 1598:5756:6272538 1004951:1390:2034222 1336746:1922:1818252 1010840:1659:1780899 45972:2908:2621926 1526927:2220:3199666 349520:1557:5394784 1839798:4080:5607745 1839799:2284:2435169 160799:743:8156709 386043:4316:2814031 272621:922:1993461 66692:2493:4303772 98228:1453:3594519 241244:4487:3420541 89059:1112:2607324 246432:7007:8543826 272623:2406:2365490 1318635:2511:3143171 1318634:1790:2990801 272622:8132:2597754 205921:1998:2127740 1302650:2750:4021845 264697:2766:5006775 272567:717:3676296 1229492:2483:2782214 51663:8261:11567406 535025:3913:4186761 1536771:958:7718426 1338518:4043:4071068 1358027:787:2145346 1111068:733:3596521 1381124:1050:2330294 1201010:2913:2789439 370552:1910:1928153 1408206:1259:1789039 1368166:9944:2833800 1321369:37175:2983258 1279365:4443:5907783 1442:4984:6869700 1441:3506:6179172 1440:3467:5817425 633807:3916:2365205 260799:8763:10636881 1296:2308:2853600 869311:1392:2130921 1294:2872:2095017 1295:18605:12494303 541229:3113:6150061 1073571:1675:7919269 267363:651:2734030 1221500:926:4230566 1921421:237:3486110 1343064:7413:2860409 592021:4394:5503629 592022:3749:5097348 1902136:1098:1924629 322159:3946:1863881 1941347:3609:4051772 1449093:8723:2811638 1321951:2745:3096926 1246365:1673:2138469 29339:4850:6857889 1366:6127:2291938 525329:519:1600705 1364:3310:2256514 1363:2856:1999910 1360:75424:25957930 1288295:7453:3072628 1856406:2547:4162002 1076934:2901:1975448 
1922589	1922589:4906:5999 
62088	1398491:510513:991887 445987:506025:1257645 
459290	459290:5608:15036 
155414	155414:3638:5259 
1006551	29484:70:9934511 47917:70:18051200 575:280:5889394 1006551:96901:5973979 
272751	272751:6013:7784 
1631871	1631871:1585782:2149347 
57493	388357:70919:4158953 475662:70:4052931 446860:70856:3637847 378753:10102:2697441 72000:10102:2697704 71999:8954:2854348 
81931	81931:12909:17432 
591001	591001:1808028:2329670 
1785753	1785753:59186:186614 
1165134	1165134:14655:32315 
339670	339670:5987434:15056353 
339671	339671:1791318:2319564 
83618	743721:3108:3418950 314722:3568:3891371 1045855:6018:3452455 
871585	871585:895287:3862431 470:920:258369532 
871584	871584:46210:59100 
1105102	1105102:9392:1269984 
1087068	1087068:7738:10459 
548681	1981153:19:167113 150286:8:248427 
1121335	1121335:194437:5944092 
548687	10398:67:135036 35252:120:130509 138184:119:136991 
83614	2006110:2505:3351677 1896164:2047:2989855 
83617	83617:4150:4541630 
29438	264730:490121:6112151 693985:500155:6016729 2018067:70:6499265 
946483	946483:2329290:2991741 
157924	157924:25844:34593 
340921	340921:8101:10935 
1921187	1921187:30798:39540 
1921189	1921189:6482:40115 
319017	319017:2719470:7783787 
382638	382638:943624:1557390 
177874	11034:23:11604 
1849544	1849544:6292:7648 
1849545	1849545:5069:6509 
797210	797210:3300412:4354872 
1157947	1157947:138541:1749712 
1157948	1157948:504127:1843601 
1827469	1827469:1897721:3263676 1411902:70:3956004 
1004785	1004785:2730864:4480408 
1564182	1564182:6357:8390 
29430	470:391:258369532 29430:2484672:3538541 
29433	29433:876706:2305897 
1202450	439334:69:10901270 1202450:3221124:4235604 455432:140:8918341 
1335626	1335626:22751:30020 
1227	323261:153370:3521913 472759:7096:4145062 105559:155069:3372989 
1284663	1284663:73554:3299359 1590:1364:106688292 
511755	511755:5651:7862 
1298851	1298851:1420776:1816571 
1214459	1214459:6134:7432 
621	344609:128289:4874003 621:286672:4574147 300268:271460:4646322 562:182:1357174161 
1659220	1659220:6144:7988 
620	198215:48653:4598966 1282357:49140:4595715 621:18740:4574147 374923:173239:14656106 198214:64989:4828586 344609:24944:4874003 562:70:1357174161 624:220158:30134093 373384:53324:4574185 1282358:51232:4620706 591020:62185:4893867 1435046:64058:4817113 300269:41707:5054821 300268:34367:4646322 1617964:113119:9747906 216599:46873:5219978 300267:37958:4560614 1086030:49195:4554782 623:50691:4526477 42897:58380:4891455 
390235	390235:3806396:5774231 2018067:492:6499265 
1652545	1652545:1318427:4018342 
984892	984892:103259:2572117 
869309	869309:121098:2129835 
1922931	1922931:8908:11078 
1884634	1884634:951417:1238009 
1922930	1922930:8473:10184 
759701	759701:5955:7638 
119043	1458461:106:3413191 402881:100:3914646 
135461	535026:11970:4284502 535025:12629:4186761 535024:12974:4213729 1404258:873:4039056 1302650:70:4021845 135461:762282:49082729 1221328:364:4193541 1192196:17445:4043655 1232554:364:4188270 1052588:10201:4011819 224308:14455:21072733 
2034	1561023:72117:3443701 69373:192690:4540850 1905847:189245:3795849 
667014	667014:1817365:2322125 
667015	667015:3327423:4308267 
1871025	1871025:1407681:1864747 
1618243	1618243:1263:1766 
743525	475662:70:4052931 743525:1720789:2354988 
869306	869306:140:2026140 
1004786	1004786:9636:4946928 
288681	288681:2086031:11688828 
882102	882102:9195:4051695 
374923	374923:28993:14656106 
1922937	1922937:10361:13418 
1421430	1411902:70:3956004 2018067:143:6499265 1421430:2183158:5942971 
1327771	1327771:5833:59527 
1312369	585:70:7756773 1312369:1839619:4544764 
1930510	1930510:6735:9471 
1147158	1147158:21677:39930 
1147156	1147156:2019:44021 
430066	430066:2491:3283738 
1147154	1147154:2116:38660 
1147155	1147155:8179:45706 
1147152	1147152:2683:44349 
1147153	1147153:4049:41468 
1147150	1147150:4642:37496 
1147151	1147151:10882:44276 
310539	310539:29573:37752 
192222	1385721:229:1641372 1385720:70:1641382 1385723:70:1641381 1385722:229:1641370 192222:399:1641382 1211776:239:1641382 
180282	92644:70:10744033 305:26:61972245 475662:140:4052931 180282:3229977:7195617 1851544:350:4848002 
1923126	1923126:8883:10809 
1016998	59201:1301:49753078 1016998:74044:4858788 
1381007	1381007:2264:3107 
553482	553482:605467:2253694 
304222	304222:593:1249 
1736759	1736759:1028:1268 
2024724	2024724:14439:18749 
311176	311176:4927:5981 
1785960	1785960:131721:167520 
857087	857087:3924463:5051582 2033033:70:4615500 
1455062	1455062:24497:2183967 
348296	348296:8565:10206 
1357732	1357732:33028:41651 
1215914	1215914:8109:3131805 
1407463	1407463:657:1660370 
1407462	1407462:350:1660326 
396	1571470:1714:6284241 526949:1171800:6664959 13690:71:5532534 455432:70:8918341 396:22620225:87834365 1411902:140:3956004 358:790:16868268 
394	1571470:1834:6284241 358:420:16868268 13690:70:5532534 394:4396920:6891603 
754252	754252:72222:2616285 
399	1571470:1913:6284241 1411902:70:3956004 1028800:950048:6454829 1028801:953403:6412887 358:700:16868268 
1922815	1922815:3277:3833 
1299325	1299325:5670:5051295 
1655012	1655012:10066:28777 
1655015	1655015:13164:29418 
1655014	1655014:12139:29362 
1655017	1655017:11792:29407 
1655016	1655016:5453:29627 
1655019	1655019:8605:29248 
1655018	1655018:7564:29229 
796352	796352:7794:9651 
1175631	29484:209:9934511 47917:70:18051200 1175631:2909751:5043129 2033032:70:5099110 
1299329	1299329:25372:5197565 
1299328	1299328:45711:6402202 
1074485	1074485:33043:2310316 
11280	11280:8626:11024 
1129032	1129032:1700:2576 
1245909	1245909:20970:27332 
1640277	1640277:18546:23572 
1408887	1408887:2675:3299370 
11286	642022:536:11881 249583:664:11881 
875324	875324:1519:2641 
527000	527000:823490:5742416 
632518	632518:1423054:2428804 
632516	632516:649490:2674710 
1328029	1328029:26195:145766 
389469	389469:2173:36316 
1732180	1732180:26962:34109 
150285	150285:6742:8352 
926844	926844:691:1268 
222557	222557:2827:4148 
100953	130327:12:29477 130499:149:31202 111167:129:29925 346174:72:30459 
11757	11757:6517:8706 
57665	2013514:2218981:2876357 1581011:36866:2606464 525898:35060:2306252 220622:381516:2813987 1150621:532345:3175630 1986224:2216259:2876406 366522:21020:2698224 1193502:508577:3029710 760154:34521:2510010 
325775	325775:516649:656802 
43687	43687:10291594:13146293 399549:1715585:2191418 
43685	43685:5594:33251 
1027232	1027232:9081:16494 
688269	688269:1591455:2039844 
43680	260797:95:186163 113370:20:156728 
1349409	1349409:1475538:1908425 
1214955	1214955:1287:1935 
1747288	1747288:14734:18508 
1150460	1150460:867282:2337135 
1150461	455432:140:8918341 1150461:2400753:3158248 
293613	293613:269440:1159673 
39640	39640:437207:564681 
1056830	1056830:3959:42937 
293614	293614:658543:1230961 
1150468	1150468:1397896:1797763 
1150469	1571470:70:6284241 2033032:70:5099110 2018067:69:6499265 1150469:3009356:3869076 1411902:139:3956004 358:143:16868268 
1923775	1923775:2371:3144 
1923776	1923776:1849:2547 
1923777	1923777:23857:30254 
1923770	1923770:7904:9448 
1923771	1923771:5629:7463 
1923772	1923772:9209:11632 
1923773	1923773:5815:7878 
64021	64021:270:316 
176	1279460:276308:4761921 38347:276528:4660575 
174	280505:3076383:4037090 1141102:2981343:3905597 355276:2989264:3931584 328971:14551137:19067996 355277:2949855:3876037 
1923778	1923778:7501:9459 
1923779	1923779:2278:3127 
171	338215:27586:4721386 1141102:69405:3905597 355278:853:3955792 44275:25964:4630376 1395589:27286:4915157 189518:27128:4697936 214675:47630:9334165 355276:78261:3931584 355277:75836:3876037 758847:78658:3983413 280505:71751:4037090 328971:356875:19067996 38347:25692:4660575 1279460:31373:4761921 573825:27196:4708332 456481:838:3951151 28452:18363:4591690 267671:25838:4627168 766041:21595:4580077 
1408268	1408268:83805:2542498 
665874	1678128:5864:3372893 1678129:6036:2948696 
711470	711470:17031:53233 
1184267	1184267:2083714:2657210 
1643826	1335613:41751:3294769 657308:103611:3308728 479437:118536:3632161 84112:91920:3593105 469378:862:1617705 79604:3901:2446151 471855:3020:3164939 1944646:2652:1447857 502558:55992:3123572 1841863:42350:3948042 1384484:61341:2862427 2029983:88:5279822 
1249656	1249656:12443:1174258 
1316444	1316444:469719:626428 
1747282	1747282:16011:44104 
909330	909330:5480:7083 
909331	909331:5526:7026 
1643824	633147:1841:2051797 475662:70:4052931 1871022:5419:2006976 1805478:4323:2176638 604330:3722:2352994 712411:925:3213486 521095:960:1543706 
1692263	1692263:1218:1501 
1692262	1692262:863:1141 
1692261	1692261:1324:1716 
1692260	1692260:1645:2193 
1923367	1923367:7391:9497 
45658	29484:139:9934511 45658:7373749:9728036 670:160:77637105 585:140:7756773 
1161918	1161918:629828:2858700 
1923366	1923366:6865:9202 
557724	557724:75599:7266375 
1983777	1983777:11637:14865 
347962	347962:70:37154 
325111	325111:1953:2659 
557722	557722:826:6601658 
557723	557723:373551:2269057 
10398	10398:105393:135036 
454169	454169:4823:4983218 
1923496	1923496:7691:9926 
927701	927701:14147:1016608 
927703	927703:204943:2090774 
